 0.00000000e+00  0.00000000e+00 
 5.00000000e-10  1.32950287e+00 
 1.00000000e-09  1.32900612e+00 
 2.00000000e-09  1.32801335e+00 
 4.00000000e-09  1.32603229e+00 
 8.00000000e-09  1.32208792e+00 
 1.60000000e-08  1.31426978e+00 
 3.20000000e-08  1.29891160e+00 
 6.40000000e-08  1.26927512e+00 
 1.28000000e-07  1.21407435e+00 
 2.28000000e-07  1.13769188e+00 
 3.28000000e-07  1.07196743e+00 
 4.28000000e-07  1.01541384e+00 
 5.28000000e-07  9.66751440e-01 
 6.28000000e-07  9.24879146e-01 
 7.28000000e-07  8.88849498e-01 
 8.28000000e-07  8.57847242e-01 
 9.28000000e-07  8.31170883e-01 
 1.02800000e-06  8.08216806e-01 
 1.12800000e-06  7.88465624e-01 
 1.22800000e-06  7.71470421e-01 
 1.32800000e-06  7.56846641e-01 
 1.42800000e-06  7.44263389e-01 
 1.52800000e-06  7.33435939e-01 
 1.62800000e-06  7.24119297e-01 
 1.72800000e-06  7.16102650e-01 
 1.82800000e-06  7.09204606e-01 
 1.92800000e-06  7.03269080e-01 
 2.02800000e-06  6.98161766e-01 
 2.12800000e-06  6.93767101e-01 
 2.22800000e-06  6.89985645e-01 
 2.32800000e-06  6.86731834e-01 
 2.42800000e-06  6.83932043e-01 
 2.52800000e-06  6.81522921e-01 
 2.62800000e-06  6.79449955e-01 
 2.72800000e-06  6.77666241e-01 
 2.82800000e-06  6.76131416e-01 
 2.92800000e-06  6.74810754e-01 
 3.02800000e-06  6.73674369e-01 
 3.12800000e-06  6.72696550e-01 
 3.22800000e-06  6.71855171e-01 
 3.32800000e-06  6.71131194e-01 
 3.42800000e-06  6.70508237e-01 
 3.52800000e-06  6.69972204e-01 
 3.62800000e-06  6.69510966e-01 
 3.72800000e-06  6.69114087e-01 
 3.82800000e-06  6.68772586e-01 
 3.92800000e-06  6.68478737e-01 
 4.02800000e-06  6.68225890e-01 
 4.12800000e-06  6.68008324e-01 
 4.22800000e-06  6.67821116e-01 
 4.32800000e-06  6.67660030e-01 
 4.42800000e-06  6.67521421e-01 
 4.52800000e-06  6.67402153e-01 
 4.62800000e-06  6.67299527e-01 
 4.72800000e-06  6.67211221e-01 
 4.82800000e-06  6.67135237e-01 
 4.92800000e-06  6.67069855e-01 
 5.00000000e-06  6.67028541e-01 
